Coding,Impression,Major,College,Hired,SPORTSPLAYED,TIKTOK,Age
OK,Shy,IT,Redbrick,No,Tennis,Nerdystuff,36.56179931
OK,Shy,DataScience,BestCollege,No,NONE,Sillyjunk,57.71716139
Weak,Outgoing,IT,Redbrick,Yes,Basketball,Nerdystuff,46.75875504
Excellent,Nerdy,IT,Peters,No,Soccer,Nerdystuff,45.75957325
Excellent,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,38.42815493
Excellent,Confident,Stats,BYU,No,NONE,Nerdystuff,37.75149572
Excellent,Confident,CS,BYU,No,Soccer,Sillyjunk,43.75687155
Weak,Outgoing,CS,Redbrick,No,NONE,Nerdystuff,29.40463017
OK,Outgoing,Stats,Redbrick,No,Tennis,Nerdystuff,31.97837847
Weak,Shy,DataScience,Redbrick,No,Basketball,Nerdystuff,23.79169813
Excellent,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,52.03081536
Excellent,Shy,DataScience,BestCollege,No,Soccer,Sillyjunk,61.12454573
Excellent,Confident,IT,PJIT,Yes,Basketball,Sillyjunk,51.65090131
Excellent,Nerdy,DataScience,Peters,Yes,Basketball,NoAccount,36.9131132
OK,Outgoing,IT,BYU,No,Basketball,Sillyjunk,60.27021057
Excellent,Nerdy,Stats,Redbrick,Yes,NONE,Nerdystuff,23.06739188
OK,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,40.78555958
Weak,Outgoing,CS,BestCollege,Yes,Soccer,Sillyjunk,55.99786278
OK,Confident,DataScience,BYU,No,Basketball,Sillyjunk,30.42184232
Excellent,Shy,Stats,Redbrick,No,Soccer,Nerdystuff,40.4467747
Weak,Outgoing,CS,Redbrick,No,NONE,Nerdystuff,50.40190844
Excellent,Shy,CS,BestCollege,No,Basketball,Sillyjunk,25.2921804
OK,Shy,CS,Redbrick,No,Basketball,Nerdystuff,24.03617583
Excellent,Shy,CS,BestCollege,No,Soccer,Sillyjunk,59.79883893
Excellent,Confident,DataScience,Redbrick,No,Soccer,Sillyjunk,50.4877808
Excellent,Outgoing,CS,Peters,Yes,Soccer,NoAccount,60.4106787
Excellent,Shy,IT,BYU,No,NONE,Nerdystuff,41.47758417
Weak,Nerdy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,48.1703694
OK,Shy,IT,BestCollege,No,NONE,Sillyjunk,57.30052456
OK,Outgoing,CS,Redbrick,No,Soccer,Nerdystuff,34.38285138
Weak,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,34.86055197
Excellent,Outgoing,CS,Peters,No,Basketball,Nerdystuff,57.38710765
OK,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,57.47724259
Weak,Nerdy,IT,Redbrick,No,Soccer,Nerdystuff,37.51210186
OK,Nerdy,CS,Redbrick,No,Tennis,Nerdystuff,36.14965183
Excellent,Shy,Stats,PJIT,Yes,Basketball,NoAccount,36.47442681
Excellent,Shy,CS,Peters,No,NONE,NoAccount,22.00900975
Weak,Nerdy,CS,BestCollege,No,Tennis,Sillyjunk,28.06500037
Excellent,Confident,Stats,Redbrick,No,NONE,Sillyjunk,58.95102691
Weak,Shy,CS,PJIT,No,Basketball,Nerdystuff,30.3005976
OK,Shy,DataScience,PJIT,No,Basketball,Sillyjunk,26.37343444
Excellent,Confident,Stats,Redbrick,No,Tennis,Nerdystuff,41.7835709
OK,Outgoing,CS,BestCollege,No,Basketball,Sillyjunk,36.18604283
OK,Confident,IT,BestCollege,Yes,Soccer,Sillyjunk,37.7789266
Excellent,Confident,DataScience,Redbrick,Yes,Tennis,Nerdystuff,21.73844568
Weak,Nerdy,Stats,PJIT,No,Basketball,Nerdystuff,51.45557876
OK,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,37.50092601
Weak,Confident,IT,BYU,No,Soccer,Nerdystuff,41.79527902
OK,Shy,IT,Peters,Yes,NONE,Sillyjunk,47.132317
Weak,Confident,CS,Redbrick,No,Tennis,Sillyjunk,55.0255381
Weak,Nerdy,Stats,PJIT,No,Basketball,Nerdystuff,37.61047088
OK,Outgoing,Stats,Redbrick,No,NONE,Nerdystuff,25.47286169
OK,Outgoing,CS,PJIT,No,Basketball,NoAccount,49.19567981
Weak,Nerdy,IT,BYU,No,Tennis,Sillyjunk,54.72187352
Excellent,Outgoing,Stats,BestCollege,Yes,Soccer,Sillyjunk,57.58354969
Weak,Outgoing,DataScience,Peters,No,NONE,Sillyjunk,22.81292573
Excellent,Confident,IT,Peters,No,NONE,Sillyjunk,51.48589347
Weak,Shy,DataScience,BestCollege,No,Tennis,Sillyjunk,30.15171938
Weak,Shy,CS,Redbrick,No,Basketball,Nerdystuff,26.95119659
Weak,Shy,IT,BestCollege,No,Tennis,Sillyjunk,39.11064042
Weak,Shy,IT,PJIT,No,Basketball,Nerdystuff,60.30163687
OK,Nerdy,IT,Redbrick,No,Basketball,Nerdystuff,43.50132467
OK,Outgoing,IT,Redbrick,Yes,Basketball,Nerdystuff,28.65268331
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,55.02594151
Weak,Outgoing,IT,PJIT,No,Basketball,Nerdystuff,47.87802965
Excellent,Confident,Stats,BestCollege,No,Basketball,Sillyjunk,50.27886878
Excellent,Shy,IT,PJIT,Yes,Basketball,Nerdystuff,43.37055665
Weak,Outgoing,IT,BYU,No,Soccer,Sillyjunk,48.28306615
Weak,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,40.86639241
Weak,Outgoing,Stats,Peters,Yes,Soccer,Nerdystuff,54.19001446
OK,Outgoing,Stats,PJIT,Yes,Basketball,Nerdystuff,58.5777616
Weak,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,56.53953635
Weak,Confident,IT,BYU,Yes,Tennis,Sillyjunk,33.82850524
Weak,Shy,DataScience,PJIT,No,Basketball,Nerdystuff,40.05666172
OK,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,28.37653188
OK,Outgoing,IT,PJIT,No,Basketball,NoAccount,45.08033198
Weak,Shy,IT,PJIT,No,Basketball,Nerdystuff,23.36872885
OK,Confident,IT,Peters,No,NONE,Sillyjunk,59.62271279
Weak,Confident,DataScience,Peters,No,Soccer,Sillyjunk,61.48512383
Weak,Nerdy,CS,Peters,No,Soccer,Sillyjunk,49.99078374
OK,Confident,CS,Peters,No,Tennis,Sillyjunk,44.92895358
OK,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,34.78361164
Weak,Confident,Stats,BYU,No,Tennis,Sillyjunk,36.60324204
OK,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,29.4828392
Excellent,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,31.78464561
Excellent,Nerdy,CS,BestCollege,No,NONE,Sillyjunk,33.08506013
Excellent,Confident,IT,BYU,No,Soccer,NoAccount,26.08152765
Excellent,Shy,DataScience,Peters,No,Tennis,Nerdystuff,36.78843627
Weak,Nerdy,Stats,BestCollege,No,Basketball,Sillyjunk,30.59780051
Excellent,Nerdy,IT,BYU,No,NONE,Nerdystuff,22.53896357
Excellent,Shy,CS,Redbrick,Yes,Soccer,Nerdystuff,53.13126352
OK,Confident,DataScience,Peters,No,Tennis,Sillyjunk,61.74295287
Excellent,Nerdy,CS,Redbrick,Yes,Soccer,Nerdystuff,47.32453371
OK,Outgoing,Stats,Peters,Yes,NONE,Sillyjunk,32.54562347
OK,Outgoing,Stats,Redbrick,No,NONE,Nerdystuff,56.94887561
OK,Outgoing,Stats,Peters,Yes,Basketball,Nerdystuff,23.48895139
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,25.63479952
Weak,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,22.95796399
OK,Outgoing,DataScience,Peters,No,Basketball,Sillyjunk,23.14919942
Excellent,Nerdy,IT,BYU,Yes,Soccer,Nerdystuff,41.46206572
Excellent,Shy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,52.28749818
OK,Shy,IT,BestCollege,No,Basketball,Sillyjunk,43.78304147
Excellent,Confident,Stats,BestCollege,No,NONE,Sillyjunk,34.33982025
Excellent,Shy,IT,Redbrick,No,Basketball,Nerdystuff,54.97912027
Weak,Shy,CS,Peters,No,Soccer,NoAccount,47.30789446
Excellent,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,39.75998186
Weak,Shy,Stats,Redbrick,No,NONE,Nerdystuff,24.84940676
Excellent,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,22.63382478
Weak,Outgoing,CS,BestCollege,No,Basketball,Sillyjunk,60.74382121
OK,Nerdy,CS,BestCollege,No,Tennis,Sillyjunk,32.44365203
OK,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,53.55081764
Weak,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,61.63493505
Excellent,Outgoing,Stats,Peters,Yes,Tennis,NoAccount,25.64128537
Weak,Nerdy,DataScience,PJIT,Yes,Basketball,Nerdystuff,34.1531151
Weak,Nerdy,Stats,Redbrick,No,Tennis,Nerdystuff,26.30148079
OK,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,39.66088266
Excellent,Shy,IT,BYU,No,Basketball,Sillyjunk,26.79818388
Weak,Confident,DataScience,BYU,No,NONE,Sillyjunk,58.52257094
Weak,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,49.09929688
Excellent,Outgoing,IT,BYU,No,Basketball,Nerdystuff,24.95645363
Weak,Shy,Stats,Peters,No,Soccer,Nerdystuff,38.07526819
Excellent,Confident,IT,BestCollege,Yes,NONE,Sillyjunk,58.17653819
Weak,Shy,DataScience,Peters,No,Tennis,Sillyjunk,58.43017073
Excellent,Outgoing,IT,Redbrick,Yes,NONE,Nerdystuff,37.79505173
OK,Outgoing,IT,Redbrick,No,Soccer,Nerdystuff,48.10568653
OK,Outgoing,DataScience,Redbrick,Yes,Tennis,Nerdystuff,37.08139179
Excellent,Outgoing,DataScience,BYU,No,NONE,Nerdystuff,60.81270698
OK,Outgoing,DataScience,PJIT,Yes,Basketball,NoAccount,53.61836667
Excellent,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,57.05352685
OK,Outgoing,Stats,BestCollege,Yes,NONE,Sillyjunk,34.84998205
OK,Confident,CS,Redbrick,No,Tennis,Sillyjunk,42.9570522
Excellent,Outgoing,DataScience,BYU,No,Basketball,Sillyjunk,47.10616736
Weak,Nerdy,CS,BestCollege,No,NONE,Sillyjunk,43.36503713
Weak,Nerdy,DataScience,BYU,No,Tennis,NoAccount,38.94508772
Excellent,Nerdy,CS,PJIT,Yes,Basketball,NoAccount,30.78182207
OK,Nerdy,Stats,Redbrick,No,Basketball,Nerdystuff,54.98952369
Weak,Outgoing,DataScience,BYU,Yes,Tennis,Nerdystuff,53.42591492
Excellent,Confident,CS,BestCollege,Yes,Tennis,Sillyjunk,44.56914425
Excellent,Outgoing,DataScience,BYU,No,Basketball,Sillyjunk,32.60223056
Excellent,Outgoing,Stats,Redbrick,Yes,NONE,Nerdystuff,54.23641671
Weak,Confident,CS,BYU,No,Tennis,Sillyjunk,27.61914871
Weak,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,39.09567019
Excellent,Outgoing,Stats,Peters,Yes,Basketball,Nerdystuff,40.87797431
OK,Nerdy,CS,Redbrick,No,NONE,Nerdystuff,61.77515369
Weak,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,55.41759094
Weak,Confident,DataScience,Peters,No,NONE,Sillyjunk,35.69967175
OK,Nerdy,DataScience,Redbrick,No,Soccer,Nerdystuff,36.80142919
OK,Shy,IT,BestCollege,Yes,Soccer,Sillyjunk,51.08677452
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,Sillyjunk,59.15010645
OK,Shy,CS,BYU,No,Basketball,Nerdystuff,35.54338315
OK,Confident,CS,Peters,No,NONE,Nerdystuff,30.60580872
Weak,Outgoing,CS,BYU,No,NONE,Sillyjunk,54.97317689
Excellent,Confident,CS,Peters,Yes,Basketball,Sillyjunk,28.62529851
Weak,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,52.43345253
Weak,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,49.81701823
OK,Outgoing,CS,Peters,No,Basketball,Nerdystuff,58.34517393
OK,Shy,DataScience,Peters,No,Basketball,NoAccount,58.94074302
Weak,Shy,IT,BestCollege,No,Soccer,Sillyjunk,33.82835695
Excellent,Nerdy,DataScience,BestCollege,Yes,NONE,Sillyjunk,30.50018963
Weak,Shy,IT,Redbrick,No,Tennis,Nerdystuff,54.65089232
Excellent,Outgoing,DataScience,BestCollege,Yes,NONE,Sillyjunk,23.09043851
Weak,Nerdy,DataScience,Peters,No,Soccer,Nerdystuff,30.51759054
OK,Confident,DataScience,Peters,No,Basketball,Sillyjunk,54.45469395
Excellent,Outgoing,IT,BestCollege,Yes,Soccer,Sillyjunk,23.33920343
Excellent,Outgoing,IT,BYU,No,Basketball,Nerdystuff,30.60252739
OK,Shy,CS,BYU,No,Soccer,Sillyjunk,35.95570854
Weak,Confident,Stats,Peters,No,Tennis,Sillyjunk,60.59851105
Weak,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,32.25010191
Excellent,Outgoing,DataScience,BestCollege,Yes,Tennis,Sillyjunk,37.43666667
OK,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,35.87645278
OK,Shy,Stats,BYU,No,NONE,Nerdystuff,58.9043227
Weak,Shy,Stats,BestCollege,No,Basketball,Sillyjunk,51.67402427
Weak,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,47.23096739
OK,Shy,CS,BYU,Yes,Tennis,Sillyjunk,47.02054095
Weak,Nerdy,DataScience,Peters,No,NONE,NoAccount,53.15920921
Excellent,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,28.10100276
Excellent,Shy,Stats,Redbrick,Yes,NONE,Nerdystuff,25.266423
OK,Shy,DataScience,Redbrick,Yes,NONE,Nerdystuff,39.41887993
Excellent,Confident,IT,Redbrick,No,Soccer,Nerdystuff,23.90967312
Weak,Nerdy,CS,Redbrick,No,NONE,Nerdystuff,46.55025123
Excellent,Shy,CS,BestCollege,Yes,Basketball,Sillyjunk,45.94176553
OK,Shy,DataScience,Redbrick,No,Soccer,Nerdystuff,28.89254543
Weak,Nerdy,CS,BestCollege,No,Tennis,Sillyjunk,29.59950823
Weak,Outgoing,DataScience,BYU,No,Basketball,Sillyjunk,23.96811575
OK,Nerdy,CS,Peters,No,Soccer,Sillyjunk,45.12357238
Excellent,Shy,CS,Redbrick,Yes,NONE,Nerdystuff,43.41751709
OK,Nerdy,CS,BYU,No,Basketball,Sillyjunk,28.35103864
Weak,Nerdy,DataScience,Redbrick,No,Soccer,Nerdystuff,25.08947831
Excellent,Outgoing,DataScience,BYU,No,Tennis,Nerdystuff,59.65866103
Weak,Confident,Stats,Redbrick,No,Soccer,Nerdystuff,34.8466305
OK,Nerdy,IT,PJIT,No,Basketball,Sillyjunk,51.28086633
OK,Confident,DataScience,BYU,Yes,Basketball,Sillyjunk,41.39167962
OK,Nerdy,IT,BYU,No,Basketball,Sillyjunk,42.34997477
Weak,Confident,CS,BestCollege,No,Soccer,Sillyjunk,48.13869512
Weak,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,44.0722576
OK,Confident,Stats,BestCollege,No,Tennis,Sillyjunk,54.84134587
Excellent,Shy,Stats,BYU,No,Tennis,Sillyjunk,54.63831845
Excellent,Shy,CS,BYU,Yes,NONE,NoAccount,31.24370253
OK,Shy,IT,Redbrick,Yes,Soccer,Nerdystuff,27.31996339
Weak,Shy,DataScience,Peters,No,NONE,NoAccount,39.91858466
Weak,Nerdy,DataScience,Redbrick,No,Tennis,Nerdystuff,27.10549611
OK,Nerdy,IT,Peters,No,NONE,Nerdystuff,56.33322618
OK,Outgoing,DataScience,PJIT,Yes,Basketball,Nerdystuff,60.41774777
Weak,Shy,IT,BYU,No,NONE,Nerdystuff,34.38956062
Weak,Nerdy,Stats,BYU,No,Soccer,Nerdystuff,39.45493675
Weak,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,49.23022391
OK,Shy,IT,BYU,No,Basketball,Sillyjunk,45.91074469
OK,Outgoing,CS,BYU,No,Tennis,NoAccount,30.79149491
Excellent,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,36.36365529
Excellent,Confident,CS,BestCollege,Yes,Basketball,Sillyjunk,29.13541462
Weak,Nerdy,Stats,Redbrick,Yes,NONE,Nerdystuff,59.08386289
Excellent,Shy,IT,BYU,Yes,NONE,NoAccount,39.93365951
Weak,Outgoing,Stats,BYU,No,Tennis,Nerdystuff,43.44766442
Excellent,Confident,Stats,BYU,Yes,Soccer,Sillyjunk,46.90104855
Excellent,Outgoing,IT,PJIT,Yes,Basketball,NoAccount,21.24539389
Weak,Shy,Stats,BestCollege,No,Soccer,Sillyjunk,55.76882216
Weak,Nerdy,CS,Peters,No,NONE,Sillyjunk,45.4034919
Weak,Outgoing,Stats,BYU,Yes,Tennis,NoAccount,56.99320027
Excellent,Confident,CS,Redbrick,No,NONE,Sillyjunk,59.70440465
Weak,Outgoing,Stats,Redbrick,Yes,Tennis,Nerdystuff,51.60018563
Weak,Confident,Stats,Redbrick,No,Soccer,Sillyjunk,53.25982838
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,36.30767138
Weak,Shy,DataScience,Peters,No,Soccer,NoAccount,52.39188971
Weak,Nerdy,DataScience,BYU,No,Tennis,NoAccount,36.61929779
Weak,Confident,CS,Peters,Yes,Tennis,Nerdystuff,27.16996192
Weak,Outgoing,IT,BYU,Yes,Basketball,Sillyjunk,60.32542525
OK,Shy,IT,BYU,No,NONE,Nerdystuff,32.15672124
Weak,Shy,IT,BYU,No,Soccer,Nerdystuff,35.94121943
Weak,Outgoing,IT,Redbrick,Yes,Tennis,Nerdystuff,26.52050025
Weak,Outgoing,CS,Peters,No,NONE,Nerdystuff,40.49443246
OK,Nerdy,DataScience,BestCollege,No,Basketball,Sillyjunk,34.5226375
Excellent,Shy,IT,Redbrick,Yes,Soccer,Nerdystuff,45.38288692
OK,Confident,DataScience,PJIT,No,Basketball,Sillyjunk,41.58027657
Excellent,Outgoing,IT,Peters,No,Tennis,NoAccount,51.01063763
OK,Confident,CS,PJIT,Yes,Basketball,Nerdystuff,24.00061401
Excellent,Nerdy,IT,PJIT,Yes,Basketball,NoAccount,49.6058526
Weak,Confident,DataScience,BYU,No,Tennis,NoAccount,23.17010454
Excellent,Outgoing,CS,Redbrick,No,Tennis,Nerdystuff,50.57268269
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,27.05032015
Excellent,Shy,DataScience,Redbrick,Yes,NONE,Nerdystuff,22.75210113
Weak,Outgoing,Stats,BYU,No,Basketball,Sillyjunk,27.35595812
OK,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,28.44616788
Weak,Shy,IT,BYU,Yes,Basketball,Sillyjunk,60.0675457
OK,Nerdy,CS,BYU,Yes,Basketball,Nerdystuff,28.12681633
OK,Outgoing,DataScience,Peters,No,Tennis,Sillyjunk,61.50593065
Weak,Outgoing,IT,BestCollege,No,Soccer,Sillyjunk,61.57087717
OK,Shy,DataScience,BestCollege,No,Soccer,Sillyjunk,46.06938775
Weak,Nerdy,DataScience,BestCollege,Yes,Soccer,Sillyjunk,25.47449395
Weak,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,52.36148056
OK,Shy,Stats,BYU,No,Soccer,Nerdystuff,28.59886597
Excellent,Nerdy,DataScience,BYU,No,Basketball,NoAccount,56.6265824
OK,Outgoing,CS,Redbrick,Yes,NONE,Nerdystuff,57.26895311
Weak,Outgoing,Stats,Peters,No,Soccer,Nerdystuff,53.34710444
Excellent,Confident,CS,BestCollege,No,Soccer,Sillyjunk,31.45870049
Excellent,Shy,Stats,PJIT,No,Basketball,Sillyjunk,59.51452774
Weak,Outgoing,IT,Peters,Yes,Tennis,Sillyjunk,43.43547922
Excellent,Nerdy,IT,Peters,Yes,Soccer,NoAccount,38.8413058
OK,Outgoing,CS,Redbrick,No,Tennis,Nerdystuff,34.63121754
Weak,Outgoing,DataScience,Peters,No,Basketball,NoAccount,44.13681627
Excellent,Outgoing,Stats,BestCollege,Yes,NONE,Sillyjunk,45.405272
OK,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,23.28542661
OK,Outgoing,Stats,BestCollege,No,Tennis,Sillyjunk,24.18567152
Weak,Shy,DataScience,BYU,No,Basketball,Sillyjunk,58.14210775
Excellent,Shy,DataScience,PJIT,Yes,Basketball,Sillyjunk,36.61314573
OK,Confident,Stats,BestCollege,Yes,Tennis,Sillyjunk,33.29303022
Weak,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,23.93656177
Excellent,Nerdy,Stats,BYU,Yes,NONE,Sillyjunk,60.7805371
Weak,Outgoing,CS,BestCollege,Yes,Soccer,Sillyjunk,42.3680282
Weak,Nerdy,CS,PJIT,No,Basketball,NoAccount,46.90089735
Weak,Shy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,51.74195017
OK,Confident,Stats,BestCollege,No,NONE,Sillyjunk,44.74556337
Weak,Nerdy,CS,Peters,Yes,NONE,Sillyjunk,30.13934913
Excellent,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,25.55175946
OK,Confident,CS,Redbrick,No,NONE,Nerdystuff,37.57933602
Weak,Shy,CS,Peters,No,NONE,NoAccount,49.89129289
Weak,Confident,Stats,BestCollege,No,NONE,Sillyjunk,31.63883163
Weak,Outgoing,Stats,PJIT,Yes,Basketball,Sillyjunk,40.50170128
OK,Outgoing,Stats,Redbrick,No,Tennis,Nerdystuff,30.92469005
Weak,Confident,Stats,Peters,No,NONE,NoAccount,32.70322719
Weak,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,22.66857272
OK,Outgoing,DataScience,Redbrick,Yes,Basketball,Nerdystuff,29.74087829
Weak,Confident,DataScience,BYU,No,NONE,Sillyjunk,60.18304939
Weak,Confident,Stats,BYU,Yes,Basketball,Sillyjunk,45.37536755
OK,Nerdy,IT,BestCollege,No,Basketball,Sillyjunk,28.6537277
OK,Outgoing,IT,Redbrick,Yes,NONE,Nerdystuff,52.62832257
OK,Outgoing,CS,Peters,No,Basketball,NoAccount,35.91481882
Weak,Nerdy,Stats,BYU,No,NONE,Nerdystuff,42.91670751
Excellent,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,49.20726363
Excellent,Shy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,30.06559061
Weak,Nerdy,Stats,BestCollege,No,Basketball,Sillyjunk,34.7537356
Excellent,Outgoing,DataScience,BYU,Yes,Tennis,Sillyjunk,55.66098432
Weak,Nerdy,IT,Redbrick,No,Soccer,Nerdystuff,55.68089136
Excellent,Outgoing,Stats,Peters,No,Basketball,Sillyjunk,54.73156257
Excellent,Outgoing,IT,BestCollege,Yes,Soccer,Sillyjunk,45.161646
OK,Shy,DataScience,BYU,No,Soccer,NoAccount,31.99725184
Excellent,Shy,Stats,BYU,No,NONE,Nerdystuff,51.27290254
OK,Confident,Stats,BYU,No,NONE,Sillyjunk,50.97732536
Excellent,Nerdy,Stats,PJIT,No,Basketball,NoAccount,57.33543259
OK,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,46.99735018
Excellent,Nerdy,Stats,Peters,Yes,Basketball,Sillyjunk,26.37006892
Excellent,Outgoing,Stats,BestCollege,Yes,Tennis,Sillyjunk,24.10816834
Excellent,Nerdy,DataScience,BestCollege,Yes,Tennis,Sillyjunk,31.57546738
Weak,Shy,DataScience,Redbrick,Yes,Soccer,Nerdystuff,28.08927964
Excellent,Nerdy,DataScience,Redbrick,No,Basketball,Nerdystuff,50.51026695
OK,Confident,CS,BYU,No,NONE,Sillyjunk,31.50904988
Excellent,Outgoing,IT,BYU,Yes,Tennis,Sillyjunk,49.710297
Weak,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,48.95615773
OK,Outgoing,IT,Redbrick,Yes,Tennis,Nerdystuff,57.29245904
Excellent,Shy,Stats,Peters,No,NONE,Nerdystuff,26.32776869
Excellent,Shy,CS,PJIT,Yes,Basketball,Nerdystuff,55.34928041
Excellent,Confident,IT,Peters,Yes,Tennis,Sillyjunk,53.77634595
Excellent,Confident,CS,Redbrick,No,NONE,Sillyjunk,46.1838296
Weak,Nerdy,IT,BYU,Yes,Soccer,NoAccount,54.21234571
Excellent,Outgoing,IT,Redbrick,No,Soccer,Nerdystuff,43.8796525
Weak,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,53.48067377
Weak,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,50.97922299
Weak,Shy,IT,Redbrick,No,NONE,Nerdystuff,37.21904263
Excellent,Outgoing,CS,Redbrick,No,NONE,Nerdystuff,50.8855419
Excellent,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,50.67342625
Excellent,Confident,DataScience,Peters,No,Basketball,Sillyjunk,31.30870829
Excellent,Outgoing,IT,BYU,Yes,Soccer,Nerdystuff,38.53125509
Excellent,Confident,Stats,BYU,No,Tennis,Sillyjunk,60.33929892
Weak,Nerdy,Stats,BYU,No,NONE,Nerdystuff,24.98127423
OK,Confident,DataScience,BestCollege,No,Basketball,Sillyjunk,28.38253941
Weak,Nerdy,Stats,PJIT,No,Basketball,Nerdystuff,34.83476708
OK,Confident,DataScience,BestCollege,No,Basketball,Sillyjunk,49.33819551
Excellent,Shy,Stats,BYU,No,Tennis,Sillyjunk,43.14328981
Weak,Shy,IT,Peters,No,NONE,Sillyjunk,42.1166095
OK,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,22.86678854
OK,Shy,IT,Redbrick,No,Tennis,Nerdystuff,43.7941402
Excellent,Shy,Stats,Redbrick,No,Soccer,Nerdystuff,57.60551586
Excellent,Shy,DataScience,BestCollege,No,Tennis,Sillyjunk,25.9522906
Weak,Outgoing,CS,BestCollege,No,Basketball,Sillyjunk,51.43515783
Excellent,Nerdy,Stats,BestCollege,Yes,Soccer,Sillyjunk,43.64418376
OK,Confident,Stats,Peters,No,NONE,Sillyjunk,36.93921577
Weak,Nerdy,Stats,BYU,Yes,NONE,Nerdystuff,54.37971457
OK,Confident,CS,Redbrick,No,Soccer,Sillyjunk,47.51082948
OK,Confident,IT,Peters,No,Tennis,NoAccount,33.16707956
OK,Outgoing,DataScience,PJIT,Yes,Basketball,Nerdystuff,23.76090801
OK,Nerdy,CS,BYU,No,Soccer,Nerdystuff,60.43156363
OK,Shy,IT,BestCollege,Yes,Tennis,Sillyjunk,45.43977802
Excellent,Outgoing,IT,Peters,No,Basketball,Sillyjunk,51.04448248
OK,Outgoing,Stats,Peters,No,NONE,Sillyjunk,22.56643255
Excellent,Confident,CS,BYU,No,NONE,Sillyjunk,42.85359015
Excellent,Nerdy,CS,Redbrick,Yes,Tennis,Nerdystuff,58.78550931
Weak,Outgoing,IT,Peters,No,Basketball,Sillyjunk,35.20133695
OK,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,31.64462877
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,58.38119238
OK,Nerdy,DataScience,BYU,No,Soccer,NoAccount,23.11704569
Weak,Shy,DataScience,Peters,No,Tennis,NoAccount,50.16308672
Weak,Outgoing,DataScience,PJIT,Yes,Basketball,Sillyjunk,44.34994106
Weak,Confident,DataScience,Redbrick,No,Tennis,Nerdystuff,30.15535807
Excellent,Confident,CS,Peters,No,Tennis,Sillyjunk,41.70887129
OK,Shy,IT,Redbrick,No,NONE,Nerdystuff,43.43907301
OK,Nerdy,CS,Redbrick,No,Soccer,Nerdystuff,22.18276561
Excellent,Nerdy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,40.75342397
